BASIN,y1,y2,ychange,dist_cent,TT,HW,SF,sg_rich,TMA,TDR
EAG,2012,2022,10,0.40781880154161054,-0.1334197287326513,0.04534787091056225,-1.6382813095738857e-5,0.0796562037585915,-0.12843536110567869,-0.3515937548245807
EAG,2012,2023,11,0.3964115734412227,-0.13045372994526894,0.014348633354609008,8.223093864057063e-6,-0.011296243429540609,-0.2705229043902504,-0.25808492718365494
EAG,2013,2014,1,0.4386137281499354,-0.2684738776558988,0.015657623657514108,-3.116342114206638e-5,-0.13025423104755407,0.024749096636585893,-0.32012487391347
EAG,2013,2015,2,0.49664625904596554,-0.3051879525431773,0.004793903649235709,5.188968010438888e-6,-0.06720471413394513,0.2569358861620649,-0.28803179600179774
EAG,2013,2016,3,0.3518501460670081,-0.17958687640796944,-0.06901906323496598,-2.4659114173375407e-5,-0.24594128696838968,0.11097206133847443,0.11824352996304512
EAG,2013,2017,4,0.4395269109509862,-0.07010269342496611,-0.031553816867059936,-3.272456207231711e-5,-0.1579313998216325,-0.10890305289920188,-0.3879067818619801
EAG,2013,2018,5,0.781947878182024,-0.09195464366509465,0.021653692346971953,-5.1546082525721904e-5,0.03664997765512623,0.09940202255492542,0.7689564094943275
EAG,2013,2019,6,0.5743931996370886,-0.08130185513636035,0.0922230816432954,-3.38694851731991e-5,0.22087798385110924,0.235899962128366,-0.4586682704564326
EAG,2013,2022,9,0.46906271283036655,-0.14300913209083366,0.02820510690787259,-6.001935626676058e-5,0.019496060973856366,0.1428373389978522,-0.42188870954662683
EAG,2013,2023,10,0.36408764297962204,-0.1400431333034513,-0.0027941306480806505,-3.541344930696466e-5,-0.07145638621427575,7.497957132804878e-4,-0.32837988190570105
EAG,2014,2015,1,0.24572720136724055,-0.036714074887278514,-0.010863720008278399,3.635238915250527e-5,0.06304951691360894,0.23218678952547903,0.03209307791167226
EAG,2014,2016,2,0.4775518740441709,0.08888700124792936,-0.08467668689248009,6.504306968690976e-6,-0.11568705592083561,0.08622296470188853,0.43836840387651516
EAG,2014,2017,3,0.2545650342133634,0.1983711842309327,-0.047211440524574044,-1.5611409302507262e-6,-0.027677168774078442,-0.13365214953578777,-0.06778190794851008
EAG,2014,2018,4,1.118357326315652,0.17651923399080416,0.005996068689457845,-2.038266138365552e-5,0.1669042087026803,0.07465292591833952,1.0890812834077974
EAG,2014,2019,5,0.47746039463098855,0.18717202251953846,0.0765654579857813,-2.7060640311327155e-6,0.3511322148986633,0.2111508654917801,-0.1385433965429626
EAG,2014,2022,8,0.2502492831868507,0.12546474556506515,0.012547483250358482,-2.88559351246942e-5,0.14975029202141044,0.1180882423612663,-0.10176383563315683
EAG,2014,2023,9,0.14469354342450094,0.1284307443524475,-0.01845175430559476,-4.2500281648982785e-6,0.05879784483327832,-0.023999300923305406,-0.008255007992231056
EAG,2015,2016,1,0.48942397408693866,0.12560107613520788,-0.07381296688420169,-2.9848082183814295e-5,-0.17873657283444455,-0.1459638248235905,0.4062753259648429
EAG,2015,2017,2,0.4567611092340944,0.2350852591182112,-0.036347720516295645,-3.7913530082756e-5,-0.09072668568768738,-0.3658389390612668,-0.09987498586018234
EAG,2015,2018,3,1.094796547974284,0.21323330887808267,0.016859788697736244,-5.673505053616079e-5,0.10385469178907136,-0.1575338636071395,1.0569882054961253
EAG,2015,2019,4,0.41269820049879224,0.22388609740681698,0.08742917799405969,-3.905845318363799e-5,0.28808269798505437,-0.021035924033698923,-0.17063647445463487
EAG,2015,2022,7,0.25554497581929053,0.16217882045234366,0.02341120325863688,-6.520832427719947e-5,0.0867007751078015,-0.11409854716421272,-0.1338569135448291
EAG,2015,2023,8,0.30758372669209194,0.16514481923972602,-0.0075880342973163595,-4.060241731740355e-5,-0.004251672080330615,-0.25618609044878443,-0.04034808590390332
EAG,2016,2017,1,0.5706744915721234,0.10948418298300333,0.03746524636790605,-8.065447898941702e-6,0.08800988714675717,-0.2198751142376763,-0.5061503118250252
EAG,2016,2018,2,0.7206385347524072,0.0876322327428748,0.09067275558193794,-2.6886968352346496e-5,0.2825912646235159,-0.011570038783549008,0.6507128795312824
EAG,2016,2019,3,0.7758952327754017,0.0982850212716091,0.16124214487826138,-9.210370999823692e-6,0.4668192708194989,0.12492790078989158,-0.5769118004194778
EAG,2016,2022,6,0.6115600458256703,0.036577744317135785,0.09722417014283857,-3.5360242093385175e-5,0.26543734794224605,0.03186527765937777,-0.5401322395096719
EAG,2016,2023,7,0.49801189733831946,0.039543743104518136,0.06622493258688533,-1.0754335133589255e-5,0.17448490075411394,-0.11022226562519394,-0.4466234118687462
EAG,2017,2018,1,1.1928511673952085,-0.021851950240128537,0.05320750921403189,-1.8821520453404794e-5,0.19458137747675874,0.2083050754541273,1.1568631913563077
EAG,2017,2019,2,0.5318260979191582,-0.011199161711394234,0.12377689851035534,-1.1449231008819893e-6,0.37880938367274175,0.3448030150275679,-0.07076148859445253
EAG,2017,2022,5,0.32387494296512903,-0.07290643866586755,0.059758923774932526,-2.7294794194443472e-5,0.17742746079548888,0.2517403918970541,-0.03398192768464675
EAG,2017,2023,6,0.1695992679661962,-0.0699404398784852,0.028759686218979286,-2.6888872346475523e-6,0.08647501360735677,0.10965284861248237,0.05952689995627902
EAG,2018,2019,1,1.2508906912758222,0.010652788528734303,0.07056938929632345,1.7676597352522805e-5,0.184228006195983,0.13649793957344059,-1.2276246799507602
EAG,2018,2022,4,1.192871519908422,-0.05105448842573901,0.006551414560900637,-8.473273741038678e-6,-0.017153916681269865,0.04343531644292678,-1.1908451190409544
EAG,2018,2023,5,1.1083665383520946,-0.04808848963835666,-0.024447822995052604,1.6132633218757242e-5,-0.10810636386940198,-0.09865222684164493,-1.0973362914000286
EAG,2019,2022,3,0.24181430186936223,-0.06170727695447331,-0.06401797473542281,-2.6149871093561483e-5,-0.20138192287725287,-0.0930626231305138,0.036779560909805775
EAG,2019,2023,4,0.4125637614629114,-0.05874127816709096,-0.09501721229137605,-1.543964133765563e-6,-0.292334370065385,-0.23515016641508552,0.13028838855073155
EAG,2022,2023,1,0.19538390142548387,0.0029659987873823512,-0.03099923755595324,2.460590695979592e-5,-0.09095244718813211,-0.1420875432845717,0.09350882764092577
JON,2007,2008,1,1.0121761433811851,-0.24378847645645896,0.3199921161306981,0.8344014019086479,0.22906934136763113,0.002479673629963264,0.3375917033166209
JON,2007,2009,2,0.624531791264521,-0.49847976583493425,0.016953141892716544,-0.36237570875740566,0.08433674900111499,0.018015630925975024,-0.050170388138977284
JON,2007,2010,3,0.636424092662698,-0.21120813754978518,-0.08130129027576058,0.5066247564491511,0.3095682197579043,-0.028350904004593058,0.022626273768970362
JON,2007,2011,4,0.5918965711263959,-0.16288179654548052,-0.02225707920521039,-0.17139781347491834,0.19439892972675044,0.11389320489016719,0.4931286619407879
JON,2007,2012,5,1.280591874802062,-0.5961968577578577,-0.08014027739839666,-0.37952896918782264,-0.09502552381232277,0.22404774533888422,1.0367125501927763
JON,2007,2013,6,1.3946469207440968,-0.6506210986627703,-0.023311701886696262,-0.35934810759129054,0.22738829945497063,0.37695045336124455,1.0946509208981983
JON,2007,2014,7,0.8432268368620318,-0.09098394063174431,-0.14247209034108746,-0.815464947467309,0.12882702072054808,0.022162790499477114,-0.019607481403552174
JON,2007,2015,8,1.318217814228103,-0.6787830643015759,-0.19518921746849724,-1.0571915718606206,-0.33883647706426767,-0.01115915094537867,0.07914684009763101
JON,2007,2016,9,3.30441525691193,-1.3034924328750894,-0.1338794167706935,-1.481251101334391,-1.3992549756635178,0.3833274589695368,2.214313599378227
JON,2007,2017,10,2.879329538586628,-1.5318827657848453,0.8613255190050609,-1.4686016841947218,-1.4171429486730749,0.669311537947102,0.7674171977203879
JON,2007,2018,11,3.0524152198763,-1.6695568123818672,1.1489815863337727,-1.593233919517229,-1.4985868602780206,0.23314611724286127,0.6092175530499084
JON,2007,2019,12,3.0869776507631483,-2.074560008763836,0.5362488365134972,-1.514180026496946,-1.5335138876997114,0.30083341308314393,0.45073521367811126
JON,2007,2021,14,4.110953551276624,-2.283718497393755,1.7388665936163197,-1.0231503546813854,-1.4580830090101422,0.6413347828811151,2.2531664123714408
JON,2007,2022,15,3.867695048271886,-2.2373226475838877,1.8253786790422535,-0.6190089331779367,-1.1643165369148938,0.8318426318150027,2.047114509142212
JON,2007,2023,16,3.589286851152796,-2.2358522625005763,2.3093014914292387,1.4716753257892257,-0.5902102049263958,0.18775294690094785,0.040544570611003805
JON,2008,2009,1,1.3268474118145317,-0.2546912893784753,-0.3030389742379816,-1.1967771106660536,-0.14473259236651614,0.01553595729601176,-0.38776209145559815
JON,2008,2010,2,0.6133263581216464,0.03258033890667378,-0.4012934064064587,-0.3277766454594968,0.08049887839027314,-0.030830577634556322,-0.3149654295476505
JON,2008,2011,3,1.0831062838511114,0.08090667991097844,-0.34224919533590853,-1.0057992153835662,-0.034670411640880694,0.11141353126020392,0.155536958624167
JON,2008,2012,4,1.5494593883051158,-0.35240838130139873,-0.4001323935290948,-1.2139303710964704,-0.3240948651799539,0.22156807170892096,0.6991208468761554
JON,2008,2013,5,1.5562062958000213,-0.40683262220631133,-0.3433038180173944,-1.1937495094999384,-0.001681041912660497,0.3744707797312813,0.7570592175815773
JON,2008,2014,6,1.7599171982631738,0.15280453582471465,-0.4624642064717856,-1.6498663493759569,-0.10024232064708305,0.01968311686951385,-0.3571991847201731
JON,2008,2015,7,2.1029153239790084,-0.4349945878451169,-0.5151813335991954,-1.8915929737692685,-0.5679058184318988,-0.013638824575341935,-0.25844486321898985
JON,2008,2016,8,3.6069084479084568,-1.0597039564186304,-0.45387153290139165,-2.315652503243039,-1.628324317031149,0.38084778533957353,1.8767218960616059
JON,2008,2017,9,3.2550701314501294,-1.2880942893283862,0.5413334028743628,-2.3030030861033697,-1.6462122900407061,0.6668318643171387,0.42982549440376705
JON,2008,2018,10,3.424213151193517,-1.425768335925408,0.8289894702030745,-2.4276353214258766,-1.7276562016456518,0.230666443612898,0.2716258497332875
JON,2008,2019,11,3.4817872056806634,-1.8307715323073772,0.21625672038279908,-2.348581428405594,-1.7625832290673427,0.29835373945318067,0.11314351036149037
JON,2008,2021,13,4.068053978447687,-2.0399300209372964,1.4188744774856215,-1.8575517565900332,-1.6871523503777732,0.6388551092511519,1.9155747090548199
JON,2008,2022,14,3.728887789036872,-1.9935341711274286,1.5053865629115553,-1.4534103350865846,-1.393385878282525,0.8293629581850395,1.7095228058255914
JON,2008,2023,15,3.020855860876212,-1.9920637860441173,1.9893093752985405,0.6372739238805778,-0.8192795462940268,0.18527327327098458,-0.2970471327056171
JON,2009,2010,1,0.9515877023970186,0.28727162828514907,-0.09825443216847712,0.8690004652065567,0.2252314707567893,-0.04636653493056808,0.07279666190794765
JON,2009,2011,2,0.6834588835834962,0.33559796928945373,-0.039210221097926934,0.19097789528248732,0.11006218072563545,0.09587757396419216,0.5432990500797652
JON,2009,2012,3,1.12924956284332,-0.09771709192292344,-0.0970934192911132,-0.017153260430416983,-0.17936227281343775,0.2060321144129092,1.0868829383317535
JON,2009,2013,4,1.2184790485016617,-0.15214133282783604,-0.04026484377941281,0.0030276011661151125,0.14305155045385565,0.35893482243526953,1.1448213090371755
JON,2009,2014,5,0.632210237930284,0.40749582520318994,-0.159425232233804,-0.45308923870990336,0.044490271719433094,0.0041471595735020905,0.03056290673542511
JON,2009,2015,6,0.870018641390966,-0.18030329846664161,-0.21214235936121378,-0.6948158631032149,-0.42317322606538266,-0.029174781871353694,0.1293172282366083
JON,2009,2016,7,3.063504996876304,-0.8050126670401551,-0.15083255866341005,-1.1188753925769854,-1.4835917246646328,0.36531182804356177,2.2644839875172043
JON,2009,2017,8,2.520257820511557,-1.033402999949911,0.8443723771123444,-1.106225975437316,-1.50147969767419,0.651295907021127,0.8175875858593652
JON,2009,2018,9,2.674816352370596,-1.171077046546933,1.132028444441056,-1.2308582107598234,-1.5829236092791357,0.21513048631688625,0.6593879411888857
JON,2009,2019,10,2.6511663734053474,-1.5760802429289018,0.5192956946207807,-1.1518043177395403,-1.6178506367008265,0.2828177821571689,0.5009056018170885
JON,2009,2021,12,3.8290510950186536,-1.785238731558821,1.721913451723603,-0.6607746459239797,-1.542419758011257,0.6233191519551401,2.303336800510418
JON,2009,2022,13,3.602761643360371,-1.7388428817489534,1.8084255371495368,-0.25663322442053105,-1.2486532859160089,0.8138270008890278,2.0972848972811895
JON,2009,2023,14,3.482688745544579,-1.7373724966656419,2.292348349536522,1.8340510345466314,-0.6745469539275106,0.16973731597497282,0.09071495874998109
JON,2010,2011,1,0.8487674054646395,0.04832634100430466,0.05904421107055019,-0.6780225699240694,-0.11516929003115384,0.14224410889476025,0.47050238817181755
JON,2010,2012,2,1.4796142198750057,-0.3849887202080725,0.0011610128773639206,-0.8861537256369737,-0.40459374357022704,0.2523986493434773,1.0140862764238059
JON,2010,2013,3,1.5055281856033624,-0.4394129611129851,0.05798958838906432,-0.8659728640404416,-0.08217992030293364,0.4053013573658376,1.0720246471292278
JON,2010,2014,4,1.3428028946740536,0.12022419691804087,-0.06117080006532688,-1.32208970391646,-0.1807411990373562,0.05051369450407017,-0.042233755172522536
JON,2010,2015,5,1.7609761674786715,-0.4675749267517907,-0.11388792719273666,-1.5638163283097715,-0.6484046968221719,0.017191753059214387,0.05652056632866065
JON,2010,2016,6,3.6111700303566794,-1.0922842953253042,-0.05257812649493293,-1.987875857783542,-1.708823195421422,0.41167836297412985,2.1916873256092564
JON,2010,2017,7,3.24918822624238,-1.32067462823506,0.9426268092808215,-1.9752264406438729,-1.7267111684309793,0.697662441951695,0.7447909239514175
JON,2010,2018,8,3.425153731937277,-1.4583486748320817,1.2302828766095333,-2.09985867596638,-1.8081550800359247,0.26149702124745433,0.586591279280938
JON,2010,2019,9,3.4096468379744564,-1.8633518712140509,0.6175501267892578,-2.020804782946097,-1.8430821074576156,0.329184317087737,0.4281089399091409
JON,2010,2021,11,4.3008024022906115,-2.07251035984397,1.82016788389208,-1.5297751111305364,-1.7676512287680466,0.6696856868857082,2.2305401386024704
JON,2010,2022,12,4.002304526966393,-2.0261145100341027,1.9066799693180139,-1.1256336896270878,-1.4738847566727982,0.8601935358195958,2.0244882353732416
JON,2010,2023,13,3.4061872008511687,-2.024644124950791,2.3906027817049993,0.9650505693400746,-0.8997784246842999,0.2161038509055409,0.017918296842033443
JON,2011,2012,1,0.7910846765928135,-0.4333150612123772,-0.05788319819318627,-0.2081311557129043,-0.2894244535390732,0.11015454044871703,0.5435838882519883
JON,2011,2013,2,0.839840755516638,-0.4877393021172898,-0.0010546226814858728,-0.1879502941163722,0.0329893697282202,0.26305724847107737,0.6015222589574103
JON,2011,2014,3,0.8426481594017734,0.07189785591373621,-0.12021501113587707,-0.6440671339923907,-0.06557190900620236,-0.09173041439069007,-0.51273614334434
JON,2011,2015,4,1.2458126923755066,-0.5159012677560953,-0.17293213826328685,-0.8857937583857022,-0.5332354067910181,-0.12505235583554586,-0.4139818218431569
JON,2011,2016,5,2.9332529693101086,-1.140610636329609,-0.11162233756548312,-1.3098532878594726,-1.5936539053902683,0.2694342540793696,1.7211849374374388
JON,2011,2017,6,2.7052561237784998,-1.3690009692393648,0.8835825982102714,-1.2972038707198035,-1.6115418783998254,0.5554183330569349,0.2742885357796
JON,2011,2018,7,2.9253010614885944,-1.5066750158363864,1.171238665538983,-1.4218361060423106,-1.6929857900047711,0.11925291235269408,0.11608889110912048
JON,2011,2019,8,2.96511940182735,-1.9116782122183555,0.5585059157187076,-1.3427822130220277,-1.727912817426462,0.18694020819297674,-0.04239344826267665
JON,2011,2021,10,3.798896070317702,-2.1208367008482747,1.76112367282153,-0.851752541206467,-1.6524819387368925,0.5274415779909479,1.7600377504306528
JON,2011,2022,11,3.562842905084179,-2.074440851038407,1.8476357582474638,-0.44761111970301837,-1.3587154666416443,0.7179494269248357,1.5539858472014243
JON,2011,2023,12,3.641285539117776,-2.0729704659550956,2.331558570634449,1.643073139264144,-0.7846091346531461,0.07385974201078066,-0.4525840913297841
JON,2012,2013,1,0.37052060471982784,-0.0544242409049126,0.0568285755117004,0.020180861596532096,0.3224138232672934,0.15290270802236033,0.05793837070542196
JON,2012,2014,2,1.2867964211678204,0.5052129171261134,-0.0623318129426908,-0.4359359782794864,0.22385254453287085,-0.2018849548394071,-1.0563200315963284
JON,2012,2015,3,1.2292198734641104,-0.08258620654371818,-0.11504894007010058,-0.6776626026727979,-0.2438109532519449,-0.2352068962842629,-0.9575657100951452
JON,2012,2016,4,2.197743229641597,-0.7072955751172316,-0.05373913937229685,-1.1017221321465684,-1.304229451851195,0.15927971363065255,1.1776010491854505
JON,2012,2017,5,2.228613842692783,-0.9356859080269875,0.9414657964034576,-1.089072715006899,-1.3221174248607523,0.4452637926082178,-0.26929535247238834
